x1,x2,x3,x4,y
0.283926033315245,1.28950322635767,1,0,0
1.34959179223978,-2.04758799296318,0,0,1
0.401708305627145,0.877191092872165,1,0,0
-2.06526662451317,0.744676118064762,1,0,0
0.562450782044005,0.274849363233123,1,0,0
-0.102073060104715,-1.61434288572251,0,1,1
1.03452251433285,2.09315980965864,1,0,0
0.234882773305192,-0.798099764505104,1,0,0
1.36395129091998,-0.294869395901768,1,0,1
-0.346659710769967,0.255471882000312,1,0,0
-0.0465784507889536,1.64423732157264,1,0,0
1.12701881990814,-1.69574385491636,1,1,1
1.34203010870755,0.301289509532399,0,0,1
0.713162670051624,0.371207111030961,1,0,0
-0.563208507276217,0.318064691726809,0,0,0
2.52649264902699,1.82190318947277,0,0,0
0.0106577731080805,-1.33857739202616,1,0,1
0.117856343487516,-0.475023851147213,1,0,0
-0.0511278996598402,0.230706765945568,1,0,0
0.891058598415838,-1.73045574212077,1,0,1
1.16188990962221,1.03154960032723,1,1,0
-0.514497761952593,0.466461925269768,1,0,0
-0.0587883108303682,0.772072228783767,1,0,0
2.39766035172918,-1.65843624019306,1,0,1
-1.13083244819056,-0.596399487547737,1,0,0
-1.02534079736499,1.76477337132064,0,0,0
0.448521833399127,1.53104092445912,0,0,0
-0.557823736347041,-0.642719445316905,1,0,1
-0.281572062514796,-1.67497258464366,0,1,1
-0.328110149891107,-1.09429242687402,1,0,1
0.174314752979604,0.701358021817869,1,0,0
0.0423894586138837,-1.17626900821638,1,0,0
-2.07230409663436,-1.88212392442565,1,0,0
-0.0646178862702785,-0.700299687401619,1,0,0
1.04968849552015,0.410548682808529,0,0,1
-0.0106927749323121,2.14363923397624,1,0,0
0.700397674459921,2.74344200869702,1,0,0
-0.591152678119556,-1.14552444188554,1,0,0
0.625599922868604,0.839509799638225,1,0,0
0.240822821668222,0.38103652578844,0,1,1
0.847129096706623,0.978307588594263,1,0,0
-0.525938749196231,1.93558259528054,0,1,0
-1.26280698042359,0.694473725245231,1,0,0
-0.174986835597957,-0.619775916491593,0,0,1
0.832348580334044,0.317503670614485,1,0,0
0.593711499764974,-0.551011646337069,1,0,1
0.139818956589223,0.669629497331814,1,0,0
2.23187528900057,-0.265883659226808,1,0,1
0.784658662302211,1.76143174203906,1,0,0
0.127184406968876,0.867224381146389,0,0,0
0.297799034218996,-0.468803666588672,0,1,1
-1.08538881596695,-1.60707495929597,1,0,0
-0.30567713392771,0.274841731332753,1,0,0
-1.59204982230391,-0.463882687805442,1,1,0
0.0210655090974125,-0.462161133933853,1,1,0
0.0231284504085465,1.01657106810946,1,0,0
-0.427904134382243,-1.0037897151921,1,0,0
0.391729610278011,0.586299059904219,1,0,0
-0.811667191285856,-0.230659684591213,1,0,0
1.11543707909685,-1.51956675387061,1,0,1
1.08946488172642,-0.426311850127294,1,0,1
-0.325183720664094,1.25714868546263,1,0,0
-0.580704273777918,-0.253034183821029,1,0,0
-0.891914889548362,0.106768308109017,0,0,0
-0.520982313905843,-0.105445194718806,0,0,0
-1.23979842768772,-1.16858649222079,1,0,0
-1.30320250464479,0.802561987787045,0,0,0
-1.25329302249692,-0.244057360464727,0,1,0
0.742506006026698,-0.994468475248668,1,0,1
1.40014801093425,-0.327547618284424,1,0,0
0.293281032433201,-1.41313273784243,1,0,1
-0.105216656198282,-0.2240707929184,1,1,0
0.112933328020427,-0.605784161128897,0,0,1
0.453591661848009,-0.0473133972389816,0,0,1
0.781148304027455,-1.4412484125614,1,0,1
0.142834981215252,0.158809796170206,1,0,0
-2.01954584972887,1.45204192825376,1,1,0
0.782817382879918,0.411824115509382,1,0,0
1.65454363908415,0.343568959911423,1,0,0
0.79843635529945,0.206895268410218,0,1,1
-0.200993641907907,0.112173826501079,1,0,0
0.541104810996196,-0.572004630886213,1,0,0
1.1353785979413,-2.19044613713274,1,0,1
-1.40815792056401,-0.894758099390608,1,0,0
0.0116106412450874,-0.0538625187612354,0,0,1
-0.287427194054176,-0.117117522869917,1,1,0
1.58295612878048,0.687183524094951,0,0,1
0.44116715981656,0.173521396287661,1,0,0
